United States COVID-19 Hospitalizations by County
Date generated: Mon May 22 2023 19:17:51 GMT-0400 (Eastern Daylight Time)
County,State,New hospital admissions of confirmed COVID-19 past week (total),New COVID-19 hospital admissions per 100000 population past week (total),COVID-19 hospital admissions level,% Change in new hospital admissions of confirmed COVID-19 from the prior week,% Staffed inpatient beds occupied by patients with confirmed COVID-19 past week (average),Absolute change % staffed inpatient beds occupied by patients with confirmed COVID-19 from prior week,% Staffed ICU beds occupied by patients with confirmed COVID-19 past week (average),Absolute change % staffed ICU beds occupied by patients with confirmed COVID-19 from prior week
Medina County,TX,55,2.2,Low (<10.0),12.2,1,-0.2,1.7,-0.1
Menard County,TX,8,4.9,Low (<10.0),700,0.9,0,0,-1.1
Midland County,TX,2,1,Low (<10.0),-60,0.2,-0.1,0,-0.5
Milam County,TX,7,1.4,Low (<10.0),-30,0.7,-0.2,0.1,0.1
Mills County,TX,1,1.8,Low (<10.0),N/A,0.8,-0.7,0.4,-8.8
Mitchell County,TX,2,7.4,Low (<10.0),N/A,0.1,0.1,0,0
Montague County,TX,5,2.5,Low (<10.0),400,0.3,-0.4,0,0
Montgomery County,TX,202,3.2,Low (<10.0),-27.3,1.9,-0.1,2.4,0.1
Moore County,TX,0,0,Low (<10.0),-100,0.5,0,0.2,-1.3
Morris County,TX,1,1.5,Low (<10.0),0,1.4,1.2,27.4,25.7
Motley County,TX,8,2,Low (<10.0),-20,0.5,-0.1,1.1,0.2
Nacogdoches County,TX,4,3.7,Low (<10.0),33.3,2.3,0.2,1.3,-1.6
Navarro County,TX,0,0,Low (<10.0),N/A,0,0,0,0
Newton County,TX,10,2.2,Low (<10.0),-37.5,1.3,0.2,1.3,0.4
Nolan County,TX,2,7.4,Low (<10.0),N/A,0.1,0.1,0,0
Nueces County,TX,9,1.6,Low (<10.0),-57.1,2,-0.4,6.7,-1
Ochiltree County,TX,0,0,Low (<10.0),-100,0.5,0,0.2,-1.3
Oldham County,TX,0,0,Low (<10.0),-100,0.5,0,0.2,-1.3
Orange County,TX,10,2.2,Low (<10.0),-37.5,1.3,0.2,1.3,0.4
Palo Pinto County,TX,0,0,Low (<10.0),N/A,0,0,0,0
Panola County,TX,8,3.3,Low (<10.0),0,2.7,0,3.1,-0.3
Parker County,TX,80,3.2,Low (<10.0),-19.2,1.4,-0.2,2.1,-0.5
Parmer County,TX,0,0,Low (<10.0),N/A,0,-0.6,N/A,N/A
Pecos County,TX,2,1,Low (<10.0),-60,0.2,-0.1,0,-0.5
Polk County,TX,3,1.3,Low (<10.0),200,0.4,-0.2,0,-0.2
Potter County,TX,0,0,Low (<10.0),-100,0.5,0,0.2,-1.3
Presidio County,TX,0,0,Low (<10.0),-100,0.5,0.3,N/A,N/A
Rains County,TX,83,2,Low (<10.0),1.2,1.3,-0.2,2,0
Randall County,TX,0,0,Low (<10.0),-100,0.5,0,0.2,-1.3
Reagan County,TX,8,4.9,Low (<10.0),700,0.9,0,0,-1.1
Real County,TX,1,0.9,Low (<10.0),0,0.1,0.1,0.9,0.9
Red River County,TX,3,3.7,Low (<10.0),200,0.8,-0.9,4.7,-3.5
Reeves County,TX,6,2.9,Low (<10.0),50,0.9,-0.1,0.1,0.1
Refugio County,TX,4,2.2,Low (<10.0),-33.3,0.9,0,1.7,-1.4
Roberts County,TX,0,0,Low (<10.0),N/A,1,0,0,0
Robertson County,TX,17,5.2,Low (<10.0),-5.6,1.7,-0.3,1.7,0.1
Rockwall County,TX,83,2,Low (<10.0),1.2,1.3,-0.2,2,0
Runnels County,TX,8,4.9,Low (<10.0),700,0.9,0,0,-1.1
Rusk County,TX,8,3.3,Low (<10.0),0,2.7,0,3.1,-0.3
Sabine County,TX,4,3.7,Low (<10.0),33.3,2.3,0.2,1.3,-1.6
San Augustine County,TX,4,3.7,Low (<10.0),33.3,2.3,0.2,1.3,-1.6
San Jacinto County,TX,202,3.2,Low (<10.0),-27.3,1.9,-0.1,2.4,0.1
San Patricio County,TX,9,1.6,Low (<10.0),-57.1,2,-0.4,6.7,-1
San Saba County,TX,1,1.8,Low (<10.0),N/A,0.8,-0.7,0.4,-8.8
Schleicher County,TX,8,4.9,Low (<10.0),700,0.9,0,0,-1.1
Scurry County,TX,3,18,Medium (10.0 to 19.9),200,5.4,1.3,N/A,N/A
Shackelford County,TX,6,2.8,Low (<10.0),-33.3,0.1,-0.1,0.4,0.4
Shelby County,TX,4,3.7,Low (<10.0),33.3,2.3,0.2,1.3,-1.6
Sherman County,TX,0,0,Low (<10.0),-100,0.5,0,0.2,-1.3
Smith County,TX,16,3.8,Low (<10.0),-33.3,1.5,0.1,4,1
Somervell County,TX,80,3.2,Low (<10.0),-19.2,1.4,-0.2,2.1,-0.5
Starr County,TX,38,4.1,Low (<10.0),-9.5,1.3,-0.4,2.4,-0.3
Stephens County,TX,6,2.8,Low (<10.0),-33.3,0.1,-0.1,0.4,0.4
Sterling County,TX,8,4.9,Low (<10.0),700,0.9,0,0,-1.1
Stonewall County,TX,6,2.8,Low (<10.0),-33.3,0.1,-0.1,0.4,0.4
Sutton County,TX,8,4.9,Low (<10.0),700,0.9,0,0,-1.1
Swisher County,TX,0,0,Low (<10.0),-100,0.5,0,0.2,-1.3
Tarrant County,TX,80,3.2,Low (<10.0),-19.2,1.4,-0.2,2.1,-0.5
Taylor County,TX,6,2.8,Low (<10.0),-33.3,0.1,-0.1,0.4,0.4
Terrell County,TX,2,1,Low (<10.0),-60,0.2,-0.1,0,-0.5
Terry County,TX,0,0,Low (<10.0),N/A,0,0,N/A,N/A
Throckmorton County,TX,5,2.5,Low (<10.0),400,0.3,-0.4,0,0
Titus County,TX,1,1.5,Low (<10.0),0,1.4,1.2,27.4,25.7
Tom Green County,TX,8,4.9,Low (<10.0),700,0.9,0,0,-1.1
Travis County,TX,30,1.5,Low (<10.0),3.4,0.8,-0.1,0.3,-0.2
Trinity County,TX,3,1.3,Low (<10.0),200,0.4,-0.2,0,-0.2
Tyler County,TX,10,2.2,Low (<10.0),-37.5,1.3,0.2,1.3,0.4
Upshur County,TX,8,3.3,Low (<10.0),0,2.7,0,3.1,-0.3
Upton County,TX,2,1,Low (<10.0),-60,0.2,-0.1,0,-0.5
Uvalde County,TX,1,3.7,Low (<10.0),0,1.3,1.2,0,0
Val Verde County,TX,3,2.7,Low (<10.0),200,0.6,0.5,2.6,2.6
Van Zandt County,TX,16,3.8,Low (<10.0),-33.3,1.5,0.1,4,1
Victoria County,TX,4,2.2,Low (<10.0),-33.3,0.9,0,1.7,-1.4
Walker County,TX,3,1.3,Low (<10.0),200,0.4,-0.2,0,-0.2
Waller County,TX,202,3.2,Low (<10.0),-27.3,1.9,-0.1,2.4,0.1
Ward County,TX,6,2.9,Low (<10.0),50,0.9,-0.1,0.1,0.1
Washington County,TX,17,5.2,Low (<10.0),-5.6,1.7,-0.3,1.7,0.1
Webb County,TX,1,0.3,Low (<10.0),N/A,0.6,0.4,1.6,1.1
Wharton County,TX,3,0.7,Low (<10.0),-25,0.5,0.2,0,0
Wheeler County,TX,0,0,Low (<10.0),N/A,1,0,0,0
Wichita County,TX,5,2.5,Low (<10.0),400,0.3,-0.4,0,0
Wilbarger County,TX,7,39.2,High (≥20.0),0,0,0,0,0
Willacy County,TX,10,2.2,Low (<10.0),-58.3,2.8,0,3.8,0
Williamson County,TX,30,1.5,Low (<10.0),3.4,0.8,-0.1,0.3,-0.2
Wilson County,TX,55,2.2,Low (<10.0),12.2,1,-0.2,1.7,-0.1
Winkler County,TX,6,2.9,Low (<10.0),50,0.9,-0.1,0.1,0.1
Wise County,TX,16,1.6,Low (<10.0),-5.9,1.2,-0.1,1.5,-0.1
Wood County,TX,16,3.8,Low (<10.0),-33.3,1.5,0.1,4,1
Yoakum County,TX,0,0,Low (<10.0),N/A,0,0,N/A,N/A
Young County,TX,5,2.5,Low (<10.0),400,0.3,-0.4,0,0
Zapata County,TX,1,0.3,Low (<10.0),N/A,0.6,0.4,1.6,1.1
Zavala County,TX,55,2.2,Low (<10.0),12.2,1,-0.2,1.7,-0.1
Beaver County,UT,0,0,Low (<10.0),-100,0,0,0,0
Box Elder County,UT,19,2.8,Low (<10.0),46.2,1,0.4,2,1.1
Cache County,UT,3,2,Low (<10.0),-40,0.8,0,3,-3.9
Carbon County,UT,2,6.6,Low (<10.0),-33.3,1.2,-1.3,4.8,-4.1
Daggett County,UT,0,0,Low (<10.0),N/A,0,0,0,0
Davis County,UT,19,2.8,Low (<10.0),46.2,1,0.4,2,1.1
Duchesne County,UT,42,3.1,Low (<10.0),13.5,1.2,-0.1,1.9,0.1
Emery County,UT,2,6.6,Low (<10.0),-33.3,1.2,-1.3,4.8,-4.1
Garfield County,UT,81,3.2,Low (<10.0),-10,1.4,-0.1,2.1,0.3
Grand County,UT,15,4.9,Low (<10.0),66.7,0.5,-0.1,0.2,0.2
Iron County,UT,0,0,Low (<10.0),-100,0,0,0,0
Juab County,UT,11,1.5,Low (<10.0),120,0.4,-0.2,0.7,-1.1
Kane County,UT,81,3.2,Low (<10.0),-10,1.4,-0.1,2.1,0.3
Millard County,UT,11,1.5,Low (<10.0),120,0.4,-0.2,0.7,-1.1
Morgan County,UT,19,2.8,Low (<10.0),46.2,1,0.4,2,1.1
Piute County,UT,81,3.2,Low (<10.0),-10,1.4,-0.1,2.1,0.3
Rich County,UT,19,2.8,Low (<10.0),46.2,1,0.4,2,1.1
Salt Lake County,UT,42,3.1,Low (<10.0),13.5,1.2,-0.1,1.9,0.1
San Juan County,UT,20,5.7,Low (<10.0),-4.8,2.2,0.2,4.6,0.2
Sanpete County,UT,11,1.5,Low (<10.0),120,0.4,-0.2,0.7,-1.1
Sevier County,UT,11,1.5,Low (<10.0),120,0.4,-0.2,0.7,-1.1
Summit County,UT,42,3.1,Low (<10.0),13.5,1.2,-0.1,1.9,0.1
Tooele County,UT,42,3.1,Low (<10.0),13.5,1.2,-0.1,1.9,0.1
Uintah County,UT,42,3.1,Low (<10.0),13.5,1.2,-0.1,1.9,0.1
Utah County,UT,11,1.5,Low (<10.0),120,0.4,-0.2,0.7,-1.1
Wasatch County,UT,42,3.1,Low (<10.0),13.5,1.2,-0.1,1.9,0.1
Washington County,UT,81,3.2,Low (<10.0),-10,1.4,-0.1,2.1,0.3
Wayne County,UT,11,1.5,Low (<10.0),120,0.4,-0.2,0.7,-1.1
Weber County,UT,19,2.8,Low (<10.0),46.2,1,0.4,2,1.1
Accomack County,VA,0,0,Low (<10.0),N/A,0.7,0.7,0,0
Albemarle County,VA,2,0.5,Low (<10.0),N/A,0.8,0.1,1,0.9
Alexandria City,VA,25,1.3,Low (<10.0),47.1,0.8,0.1,0.8,0.1
Alleghany Cnty and Clifton Forge Cty,VA,0,0,Low (<10.0),-100,2.7,1.2,4,0.3
Amelia County,VA,30,2.3,Low (<10.0),3.4,0.6,-0.2,1.4,0.4
Amherst County,VA,10,1.7,Low (<10.0),-33.3,0.5,-0.2,0.5,-0.8
Appomattox County,VA,10,1.7,Low (<10.0),-33.3,0.5,-0.2,0.5,-0.8
Arlington County,VA,25,1.3,Low (<10.0),47.1,0.8,0.1,0.8,0.1
Augusta County,VA,8,4.9,Low (<10.0),166.7,1.2,0.3,1.3,1.3
Bath County,VA,0,0,Low (<10.0),-100,2.7,1.2,4,0.3
Bedford County,VA,10,1.7,Low (<10.0),-33.3,0.5,-0.2,0.5,-0.8
Bland County,VA,2,1.4,Low (<10.0),-50,0.5,0,0.2,-1.8
Botetourt County,VA,10,1.7,Low (<10.0),-33.3,0.5,-0.2,0.5,-0.8
Bristol City,VA,11,3,Low (<10.0),-31.2,1.6,-0.1,1.6,0.2
Brunswick County,VA,0,0,Low (<10.0),N/A,1,-1.4,0,0
Buchanan County,VA,2,1.4,Low (<10.0),-50,0.5,0,0.2,-1.8
Buckingham County,VA,2,0.5,Low (<10.0),N/A,0.8,0.1,1,0.9
Buena Vista City,VA,8,4.9,Low (<10.0),166.7,1.2,0.3,1.3,1.3
Campbell County,VA,10,1.7,Low (<10.0),-33.3,0.5,-0.2,0.5,-0.8
Caroline County,VA,0,0,Low (<10.0),-100,0.3,-0.4,1.1,-1.1
Carroll County,VA,0,0,Low (<10.0),-100,0,-0.9,0,0
Charles City County,VA,30,2.3,Low (<10.0),3.4,0.6,-0.2,1.4,0.4
Charlotte County,VA,30,2.3,Low (<10.0),3.4,0.6,-0.2,1.4,0.4
Charlottesville City,VA,2,0.5,Low (<10.0),N/A,0.8,0.1,1,0.9
Chesapeake City,VA,21,1.7,Low (<10.0),40,0.4,-0.1,0.5,0.1
Chesterfield County,VA,30,2.3,Low (<10.0),3.4,0.6,-0.2,1.4,0.4
Clarke County,VA,6,1.4,Low (<10.0),-45.5,0.8,-0.4,0.1,-0.6
Colonial Heights City,VA,30,2.3,Low (<10.0),3.4,0.6,-0.2,1.4,0.4
Covington City,VA,0,0,Low (<10.0),-100,2.7,1.2,4,0.3
Craig County,VA,10,1.7,Low (<10.0),-33.3,0.5,-0.2,0.5,-0.8
Culpeper County,VA,2,0.5,Low (<10.0),N/A,0.8,0.1,1,0.9
Cumberland County,VA,30,2.3,Low (<10.0),3.4,0.6,-0.2,1.4,0.4
Danville City,VA,1,0.5,Low (<10.0),N/A,1.1,-0.3,0,-0.6
Dickenson County,VA,2,2.5,Low (<10.0),0,0,0,0,0
Dinwiddie County,VA,6,4.3,Low (<10.0),200,0.5,-0.2,0.2,0.2
Emporia City,VA,0,0,Low (<10.0),N/A,1,-1.4,0,0
Essex County,VA,30,2.3,Low (<10.0),3.4,0.6,-0.2,1.4,0.4
Fairfax City,VA,25,1.3,Low (<10.0),47.1,0.8,0.1,0.8,0.1
Fairfax County,VA,25,1.3,Low (<10.0),47.1,0.8,0.1,0.8,0.1
Falls Church City,VA,25,1.3,Low (<10.0),47.1,0.8,0.1,0.8,0.1
Fauquier County,VA,3,0.5,Low (<10.0),0,0.6,0.2,0.9,0.6
Floyd County,VA,10,1.7,Low (<10.0),-33.3,0.5,-0.2,0.5,-0.8
Fluvanna County,VA,2,0.5,Low (<10.0),N/A,0.8,0.1,1,0.9
Franklin City,VA,21,1.7,Low (<10.0),40,0.4,-0.1,0.5,0.1
Franklin County,VA,10,1.7,Low (<10.0),-33.3,0.5,-0.2,0.5,-0.8
Frederick County,VA,6,1.4,Low (<10.0),-45.5,0.8,-0.4,0.1,-0.6
Fredericksburg City,VA,0,0,Low (<10.0),-100,0.3,-0.4,1.1,-1.1
Galax City,VA,0,0,Low (<10.0),-100,0,-0.9,0,0
Giles County,VA,3,1.5,Low (<10.0),-57.1,0.6,-0.4,0.4,-1.7
Gloucester County,VA,5,0.9,Low (<10.0),-44.4,0.8,-0.1,1,0.1
Goochland County,VA,30,2.3,Low (<10.0),3.4,0.6,-0.2,1.4,0.4
Grayson County,VA,0,0,Low (<10.0),-100,0,-0.9,0,0
Greene County,VA,2,0.5,Low (<10.0),N/A,0.8,0.1,1,0.9
Greensville County,VA,0,0,Low (<10.0),N/A,1,-1.4,0,0
Halifax County with South Boston City,VA,4,5.2,Low (<10.0),300,0.9,0.1,3.1,1
Hampton City,VA,5,0.9,Low (<10.0),-44.4,0.8,-0.1,1,0.1
Hanover County,VA,30,2.3,Low (<10.0),3.4,0.6,-0.2,1.4,0.4
Harrisonburg City,VA,1,0.6,Low (<10.0),-75,0.6,0,0,0
Henrico County,VA,30,2.3,Low (<10.0),3.4,0.6,-0.2,1.4,0.4
Henry County,VA,1,0.5,Low (<10.0),N/A,1.1,-0.3,0,-0.6
Highland County,VA,8,4.9,Low (<10.0),166.7,1.2,0.3,1.3,1.3
Hopewell City,VA,6,4.3,Low (<10.0),200,0.5,-0.2,0.2,0.2
Isle of Wight County,VA,21,1.7,Low (<10.0),40,0.4,-0.1,0.5,0.1
James City County,VA,5,0.9,Low (<10.0),-44.4,0.8,-0.1,1,0.1
King and Queen County,VA,30,2.3,Low (<10.0),3.4,0.6,-0.2,1.4,0.4
King George County,VA,0,0,Low (<10.0),-100,0.3,-0.4,1.1,-1.1
King William County,VA,30,2.3,Low (<10.0),3.4,0.6,-0.2,1.4,0.4
Lancaster County,VA,30,2.3,Low (<10.0),3.4,0.6,-0.2,1.4,0.4
Lee County,VA,2,2.5,Low (<10.0),0,0,0,0,0
Lexington City,VA,8,4.9,Low (<10.0),166.7,1.2,0.3,1.3,1.3
Loudoun County,VA,25,1.3,Low (<10.0),47.1,0.8,0.1,0.8,0.1
Louisa County,VA,2,0.5,Low (<10.0),N/A,0.8,0.1,1,0.9
Lunenburg County,VA,4,5.2,Low (<10.0),300,0.9,0.1,3.1,1
Lynchburg City,VA,10,1.7,Low (<10.0),-33.3,0.5,-0.2,0.5,-0.8
Madison County,VA,2,0.5,Low (<10.0),N/A,0.8,0.1,1,0.9
Manassas City,VA,3,0.5,Low (<10.0),0,0.6,0.2,0.9,0.6
Manassas Park City,VA,3,0.5,Low (<10.0),0,0.6,0.2,0.9,0.6
Martinsville City,VA,1,0.5,Low (<10.0),N/A,1.1,-0.3,0,-0.6
Mathews County,VA,5,0.9,Low (<10.0),-44.4,0.8,-0.1,1,0.1
Mecklenburg County,VA,4,5.2,Low (<10.0),300,0.9,0.1,3.1,1
Middlesex County,VA,30,2.3,Low (<10.0),3.4,0.6,-0.2,1.4,0.4
Montgomery County,VA,3,1.5,Low (<10.0),-57.1,0.6,-0.4,0.4,-1.7
Nelson County,VA,2,0.5,Low (<10.0),N/A,0.8,0.1,1,0.9
New Kent County,VA,30,2.3,Low (<10.0),3.4,0.6,-0.2,1.4,0.4
Newport News City,VA,5,0.9,Low (<10.0),-44.4,0.8,-0.1,1,0.1
Norfolk City,VA,21,1.7,Low (<10.0),40,0.4,-0.1,0.5,0.1
Northampton County,VA,0,0,Low (<10.0),N/A,0.7,0.7,0,0
Northumberland County,VA,30,2.3,Low (<10.0),3.4,0.6,-0.2,1.4,0.4
Norton City,VA,2,2.5,Low (<10.0),0,0,0,0,0
Nottoway County,VA,30,2.3,Low (<10.0),3.4,0.6,-0.2,1.4,0.4
Orange County,VA,2,0.5,Low (<10.0),N/A,0.8,0.1,1,0.9
Page County,VA,1,0.6,Low (<10.0),-75,0.6,0,0,0
Patrick County,VA,1,0.5,Low (<10.0),N/A,1.1,-0.3,0,-0.6
Petersburg City,VA,6,4.3,Low (<10.0),200,0.5,-0.2,0.2,0.2
Pittsylvania County,VA,1,0.5,Low (<10.0),N/A,1.1,-0.3,0,-0.6
Poquoson City,VA,5,0.9,Low (<10.0),-44.4,0.8,-0.1,1,0.1
Portsmouth City,VA,21,1.7,Low (<10.0),40,0.4,-0.1,0.5,0.1
Powhatan County,VA,30,2.3,Low (<10.0),3.4,0.6,-0.2,1.4,0.4
Prince Edward County,VA,30,2.3,Low (<10.0),3.4,0.6,-0.2,1.4,0.4
Prince George County,VA,6,4.3,Low (<10.0),200,0.5,-0.2,0.2,0.2
Prince William County,VA,3,0.5,Low (<10.0),0,0.6,0.2,0.9,0.6
Pulaski County,VA,3,1.5,Low (<10.0),-57.1,0.6,-0.4,0.4,-1.7
Radford City,VA,3,1.5,Low (<10.0),-57.1,0.6,-0.4,0.4,-1.7
Rappahannock County,VA,2,0.5,Low (<10.0),N/A,0.8,0.1,1,0.9
Richmond City,VA,30,2.3,Low (<10.0),3.4,0.6,-0.2,1.4,0.4
Richmond County,VA,30,2.3,Low (<10.0),3.4,0.6,-0.2,1.4,0.4
Roanoke City,VA,10,1.7,Low (<10.0),-33.3,0.5,-0.2,0.5,-0.8
Roanoke County,VA,10,1.7,Low (<10.0),-33.3,0.5,-0.2,0.5,-0.8
Rockbridge County,VA,8,4.9,Low (<10.0),166.7,1.2,0.3,1.3,1.3
Rockingham County,VA,1,0.6,Low (<10.0),-75,0.6,0,0,0
Russell County,VA,11,3,Low (<10.0),-31.2,1.6,-0.1,1.6,0.2
Salem City,VA,10,1.7,Low (<10.0),-33.3,0.5,-0.2,0.5,-0.8
Scott County,VA,11,3,Low (<10.0),-31.2,1.6,-0.1,1.6,0.2
Shenandoah County,VA,6,1.4,Low (<10.0),-45.5,0.8,-0.4,0.1,-0.6
Smyth County,VA,11,3,Low (<10.0),-31.2,1.6,-0.1,1.6,0.2
Southampton County,VA,21,1.7,Low (<10.0),40,0.4,-0.1,0.5,0.1
Spotsylvania County,VA,0,0,Low (<10.0),-100,0.3,-0.4,1.1,-1.1
Stafford County,VA,0,0,Low (<10.0),-100,0.3,-0.4,1.1,-1.1
Staunton City,VA,8,4.9,Low (<10.0),166.7,1.2,0.3,1.3,1.3
Suffolk City,VA,21,1.7,Low (<10.0),40,0.4,-0.1,0.5,0.1
Surry County,VA,6,4.3,Low (<10.0),200,0.5,-0.2,0.2,0.2
Sussex County,VA,6,4.3,Low (<10.0),200,0.5,-0.2,0.2,0.2
Tazewell County,VA,2,1.4,Low (<10.0),-50,0.5,0,0.2,-1.8
Virginia Beach City,VA,21,1.7,Low (<10.0),40,0.4,-0.1,0.5,0.1
Warren County,VA,6,1.4,Low (<10.0),-45.5,0.8,-0.4,0.1,-0.6
Washington County,VA,11,3,Low (<10.0),-31.2,1.6,-0.1,1.6,0.2
Waynesboro City,VA,8,4.9,Low (<10.0),166.7,1.2,0.3,1.3,1.3
Westmoreland County,VA,30,2.3,Low (<10.0),3.4,0.6,-0.2,1.4,0.4
Williamsburg City,VA,5,0.9,Low (<10.0),-44.4,0.8,-0.1,1,0.1
Winchester City,VA,6,1.4,Low (<10.0),-45.5,0.8,-0.4,0.1,-0.6
Wise County,VA,2,2.5,Low (<10.0),0,0,0,0,0
Wythe County,VA,3,1.5,Low (<10.0),-57.1,0.6,-0.4,0.4,-1.7
York County,VA,5,0.9,Low (<10.0),-44.4,0.8,-0.1,1,0.1
Unallocated U.S. Virgin Islands,VI,4,3.8,Low (<10.0),-42.9,2.2,0.9,6.5,2.5
Addison County,VT,2,0.8,Low (<10.0),-33.3,0.5,-0.6,0.2,-0.8
Bennington County,VT,22,4.4,Low (<10.0),-4.3,2,-0.4,3.5,-0.6
Caledonia County,VT,3,3.6,Low (<10.0),N/A,0.4,0.3,0,0
Chittenden County,VT,2,0.8,Low (<10.0),-33.3,0.5,-0.6,0.2,-0.8
Essex County,VT,1,2.7,Low (<10.0),N/A,1.1,-0.7,0,-2.8
Franklin County,VT,2,0.8,Low (<10.0),-33.3,0.5,-0.6,0.2,-0.8
Grand Isle County,VT,2,0.8,Low (<10.0),-33.3,0.5,-0.6,0.2,-0.8
Lamoille County,VT,3,3.6,Low (<10.0),N/A,0.4,0.3,0,0
Orange County,VT,11,4,Low (<10.0),10,0.9,0.4,1.6,0.9
Orleans County,VT,3,3.6,Low (<10.0),N/A,0.4,0.3,0,0
Rutland County,VT,0,0,Low (<10.0),-100,0.1,-1.4,0,0
Washington County,VT,11,4,Low (<10.0),10,0.9,0.4,1.6,0.9
Windham County,VT,5,4.2,Low (<10.0),-28.6,2.3,-1,2.1,1.6
Windsor County,VT,11,4,Low (<10.0),10,0.9,0.4,1.6,0.9
Adams County,WA,12,1.9,Low (<10.0),33.3,1.1,-0.4,0.2,0.1
Asotin County,WA,1,1.1,Low (<10.0),-80,0.6,-0.5,5.3,2.3
Benton County,WA,3,1,Low (<10.0),-50,0.7,-0.1,3.5,3.2
Chelan County,WA,3,1.2,Low (<10.0),0,1.1,0.1,7.8,3.4
Clallam County,WA,1,0.9,Low (<10.0),-66.7,0.8,-0.3,1.4,-0.1
Clark County,WA,55,2.2,Low (<10.0),-28.6,2.5,-0.4,1.9,-1.5
Columbia County,WA,1,0.6,Low (<10.0),-80,1.1,0.6,0.8,0.4
Cowlitz County,WA,55,2.2,Low (<10.0),-28.6,2.5,-0.4,1.9,-1.5
Douglas County,WA,3,1.2,Low (<10.0),0,1.1,0.1,7.8,3.4
Ferry County,WA,12,1.9,Low (<10.0),33.3,1.1,-0.4,0.2,0.1
Franklin County,WA,3,1,Low (<10.0),-50,0.7,-0.1,3.5,3.2
Garfield County,WA,1,1.1,Low (<10.0),-80,0.6,-0.5,5.3,2.3
Grant County,WA,3,1.2,Low (<10.0),0,1.1,0.1,7.8,3.4
Grays Harbor County,WA,9,1.7,Low (<10.0),80,1.5,-0.6,1.7,0.9
Island County,WA,98,2.7,Low (<10.0),-10.1,2.3,-0.3,2.6,-0.3
Jefferson County,WA,1,0.9,Low (<10.0),-66.7,0.8,-0.3,1.4,-0.1
King County,WA,98,2.7,Low (<10.0),-10.1,2.3,-0.3,2.6,-0.3
Kitsap County,WA,98,2.7,Low (<10.0),-10.1,2.3,-0.3,2.6,-0.3
Kittitas County,WA,1,0.3,Low (<10.0),-80,0.7,0.3,2.3,2.3
Klickitat County,WA,1,1.1,Low (<10.0),-66.7,1.2,-2,4,1.7
Lewis County,WA,9,1.7,Low (<10.0),80,1.5,-0.6,1.7,0.9
Lincoln County,WA,12,1.9,Low (<10.0),33.3,1.1,-0.4,0.2,0.1
Mason County,WA,9,1.7,Low (<10.0),80,1.5,-0.6,1.7,0.9
Okanogan County,WA,3,1.2,Low (<10.0),0,1.1,0.1,7.8,3.4
Pacific County,WA,9,1.7,Low (<10.0),80,1.5,-0.6,1.7,0.9
Pend Oreille County,WA,12,1.9,Low (<10.0),33.3,1.1,-0.4,0.2,0.1
Pierce County,WA,21,2.3,Low (<10.0),-16,2.7,0.1,2.3,0
San Juan County,WA,98,2.7,Low (<10.0),-10.1,2.3,-0.3,2.6,-0.3
Skagit County,WA,98,2.7,Low (<10.0),-10.1,2.3,-0.3,2.6,-0.3
Skamania County,WA,1,1.1,Low (<10.0),-66.7,1.2,-2,4,1.7
Snohomish County,WA,98,2.7,Low (<10.0),-10.1,2.3,-0.3,2.6,-0.3
Spokane County,WA,12,1.9,Low (<10.0),33.3,1.1,-0.4,0.2,0.1
Stevens County,WA,12,1.9,Low (<10.0),33.3,1.1,-0.4,0.2,0.1
Thurston County,WA,9,1.7,Low (<10.0),80,1.5,-0.6,1.7,0.9
Wahkiakum County,WA,55,2.2,Low (<10.0),-28.6,2.5,-0.4,1.9,-1.5
Walla Walla County,WA,1,0.6,Low (<10.0),-80,1.1,0.6,0.8,0.4
Whatcom County,WA,9,3.9,Low (<10.0),12.5,5.4,-0.5,2.3,-1.3
Whitman County,WA,2,2.2,Low (<10.0),100,1.4,0,0,-2.8
Yakima County,WA,1,0.3,Low (<10.0),-80,0.7,0.3,2.3,2.3
Adams County,WI,0,0,Low (<10.0),N/A,0,0,N/A,N/A
Ashland County,WI,2,3.3,Low (<10.0),-33.3,1.8,0,0,0
Barron County,WI,2,3.4,Low (<10.0),-50,2,-0.3,0,0
Bayfield County,WI,2,3.3,Low (<10.0),-33.3,1.8,0,0,0
Brown County,WI,5,1.4,Low (<10.0),66.7,0.7,-0.2,0.9,0.1
Buffalo County,WI,8,3.4,Low (<10.0),33.3,1.3,-0.1,1,0.1
Burnett County,WI,1,3.2,Low (<10.0),N/A,0.7,0.7,N/A,N/A
Calumet County,WI,9,3.7,Low (<10.0),350,1.3,0.2,0.5,0.5
Chippewa County,WI,8,3.4,Low (<10.0),33.3,1.3,-0.1,1,0.1
Clark County,WI,16,5.5,Low (<10.0),6.7,2.3,-0.5,2.7,-0.6
Columbia County,WI,19,2.4,Low (<10.0),-26.9,2,-0.5,3.7,0.3
Crawford County,WI,2,3.9,Low (<10.0),N/A,0.2,0.2,0,0
Dane County,WI,19,2.4,Low (<10.0),-26.9,2,-0.5,3.7,0.3
Dodge County,WI,3,0.7,Low (<10.0),200,0.7,-0.6,3.4,-1.9
Door County,WI,5,1.4,Low (<10.0),66.7,0.7,-0.2,0.9,0.1
Douglas County,WI,22,5.8,Low (<10.0),69.2,1.7,0.4,1,0.6
Dunn County,WI,8,3.4,Low (<10.0),33.3,1.3,-0.1,1,0.1
